subject,labels(n),r,r-type,object
"{""uri"":bnode://node1f07tfve2x1319}",[Resource],{},rdf__first,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""uri"":bnode://node1f07tfve2x1397}",[Resource],{},rdf__first,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":AsparagusTopping,""skos__prefLabel"":Asparagus,""rdfs__label"":CoberturaDeAspargos,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#AsparagusTopping,""n4sch__label"":CoberturaDeAspargos}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":PetitPoisTopping,""skos__prefLabel"":Petit Pois,""rdfs__label"":PetitPoisTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PetitPoisTopping,""n4sch__label"":PetitPoisTopping}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""uri"":bnode://node1f07tfve2x1329}",[Resource],{},rdf__first,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":CaperTopping,""skos__prefLabel"":Caper,""rdfs__label"":CoberturaDeCaper,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#CaperTopping,""n4sch__label"":CoberturaDeCaper}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":TomatoTopping,""skos__prefLabel"":Tomato,""rdfs__label"":TomatoTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#TomatoTopping,""n4sch__label"":TomatoTopping}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":ArtichokeTopping,""skos__prefLabel"":Artichoke,""rdfs__label"":CoberturaDeArtichoke,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#ArtichokeTopping,""n4sch__label"":CoberturaDeArtichoke}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":SpinachTopping,""skos__prefLabel"":Spinach,""rdfs__label"":SpinachTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#SpinachTopping,""n4sch__label"":SpinachTopping}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":GarlicTopping,""skos__prefLabel"":Garlic,""rdfs__label"":GarlicTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#GarlicTopping,""n4sch__label"":GarlicTopping}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__comment"":This class will be unsatisfiable. This is because we have given it 2 disjoint parents, which means it could never have any instances (as nothing can be both a CheeseTopping and a VegetableTopping). NB Called ProbeInconsistentTopping in the ProtegeOWL Tutorial.,""rdfs__comment"":This class will be unsatisfiable. This is because we have given it 2 disjoint parents, which means it could never have any instances (as nothing can be both a CheeseTopping and a VegetableTopping). NB Called ProbeInconsistentTopping in the ProtegeOWL Tutorial.,""n4sch__label"":CoberturaDeQueijoComVegetais,""n4sch__name"":CheeseyVegetableTopping,""rdfs__label"":CoberturaDeQueijoComVegetais,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#CheeseyVegetableTopping}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":OliveTopping,""skos__prefLabel"":Olive,""rdfs__label"":OliveTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#OliveTopping,""n4sch__label"":OliveTopping}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":PizzaTopping,""skos__prefLabel"":Pizza Topping,""rdfs__label"":PizzaTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PizzaTopping,""n4sch__label"":PizzaTopping}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":RocketTopping,""skos__prefLabel"":Rocket,""rdfs__label"":RocketTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#RocketTopping,""n4sch__label"":RocketTopping}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":OnionTopping,""skos__prefLabel"":Onion,""rdfs__label"":OnionTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#OnionTopping,""n4sch__label"":OnionTopping}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":MushroomTopping,""skos__prefLabel"":Mushroom,""rdfs__label"":MushroomTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#MushroomTopping,""n4sch__label"":MushroomTopping}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":OliveTopping,""skos__prefLabel"":Olive,""rdfs__label"":OliveTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#OliveTopping,""n4sch__label"":OliveTopping}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":AsparagusTopping,""skos__prefLabel"":Asparagus,""rdfs__label"":CoberturaDeAspargos,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#AsparagusTopping,""n4sch__label"":CoberturaDeAspargos}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__comment"":This class will be unsatisfiable. This is because we have given it 2 disjoint parents, which means it could never have any instances (as nothing can be both a CheeseTopping and a VegetableTopping). NB Called ProbeInconsistentTopping in the ProtegeOWL Tutorial.,""rdfs__comment"":This class will be unsatisfiable. This is because we have given it 2 disjoint parents, which means it could never have any instances (as nothing can be both a CheeseTopping and a VegetableTopping). NB Called ProbeInconsistentTopping in the ProtegeOWL Tutorial.,""n4sch__label"":CoberturaDeQueijoComVegetais,""n4sch__name"":CheeseyVegetableTopping,""rdfs__label"":CoberturaDeQueijoComVegetais,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#CheeseyVegetableTopping}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":MushroomTopping,""skos__prefLabel"":Mushroom,""rdfs__label"":MushroomTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#MushroomTopping,""n4sch__label"":MushroomTopping}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":CaperTopping,""skos__prefLabel"":Caper,""rdfs__label"":CoberturaDeCaper,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#CaperTopping,""n4sch__label"":CoberturaDeCaper}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":OnionTopping,""skos__prefLabel"":Onion,""rdfs__label"":OnionTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#OnionTopping,""n4sch__label"":OnionTopping}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":PepperTopping,""skos__prefLabel"":Pepper,""rdfs__label"":PepperTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PepperTopping,""n4sch__label"":PepperTopping}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":RocketTopping,""skos__prefLabel"":Rocket,""rdfs__label"":RocketTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#RocketTopping,""n4sch__label"":RocketTopping}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":GarlicTopping,""skos__prefLabel"":Garlic,""rdfs__label"":GarlicTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#GarlicTopping,""n4sch__label"":GarlicTopping}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":PizzaTopping,""skos__prefLabel"":Pizza Topping,""rdfs__label"":PizzaTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PizzaTopping,""n4sch__label"":PizzaTopping}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":TomatoTopping,""skos__prefLabel"":Tomato,""rdfs__label"":TomatoTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#TomatoTopping,""n4sch__label"":TomatoTopping}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":PetitPoisTopping,""skos__prefLabel"":Petit Pois,""rdfs__label"":PetitPoisTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PetitPoisTopping,""n4sch__label"":PetitPoisTopping}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":LeekTopping,""skos__prefLabel"":Leek,""rdfs__label"":LeekTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#LeekTopping,""n4sch__label"":LeekTopping}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":ArtichokeTopping,""skos__prefLabel"":Artichoke,""rdfs__label"":CoberturaDeArtichoke,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#ArtichokeTopping,""n4sch__label"":CoberturaDeArtichoke}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":SpinachTopping,""skos__prefLabel"":Spinach,""rdfs__label"":SpinachTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#SpinachTopping,""n4sch__label"":SpinachTopping}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__name"":VegetableTopping,""skos__prefLabel"":Vegetable Topping,""rdfs__label"":VegetableTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#VegetableTopping,""n4sch__label"":VegetableTopping}"
"{""n4sch__name"":PizzaBase,""skos__prefLabel"":Pizza Base,""rdfs__label"":PizzaBase,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PizzaBase,""n4sch__label"":PizzaBase}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""n4sch__name"":DeepPanBase,""skos__prefLabel"":Deep Pan Base,""rdfs__label"":DeepPanBase,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#DeepPanBase,""n4sch__label"":DeepPanBase}"
"{""n4sch__name"":ThinAndCrispyBase,""skos__prefLabel"":Thin And Crispy Base,""rdfs__label"":ThinAndCrispyBase,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#ThinAndCrispyBase,""n4sch__label"":ThinAndCrispyBase}","[Resource,owl__Class,n4sch__Class]",{},owl__disjointWith,"{""n4sch__name"":DeepPanBase,""skos__prefLabel"":Deep Pan Base,""rdfs__label"":DeepPanBase,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#DeepPanBase,""n4sch__label"":DeepPanBase}"
"{""n4sch__name"":PizzaBase,""skos__prefLabel"":Pizza Base,""rdfs__label"":PizzaBase,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PizzaBase,""n4sch__label"":PizzaBase}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__name"":DeepPanBase,""skos__prefLabel"":Deep Pan Base,""rdfs__label"":DeepPanBase,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#DeepPanBase,""n4sch__label"":DeepPanBase}"
"{""uri"":bnode://node1f07tfve2x1289}","[Resource,owl__Restriction]",{},rdfs__subClassOf,"{""n4sch__name"":SweetPepperTopping,""skos__prefLabel"":Sweet Pepper,""rdfs__label"":SweetPepperTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#SweetPepperTopping,""n4sch__label"":SweetPepperTopping}"
"{""uri"":bnode://node1f07tfve2x1413}",[Resource],{},rdf__first,"{""n4sch__name"":SweetPepperTopping,""skos__prefLabel"":Sweet Pepper,""rdfs__label"":SweetPepperTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#SweetPepperTopping,""n4sch__label"":SweetPepperTopping}"
"{""uri"":bnode://node1f07tfve2x1188}",[Resource],{},rdf__first,"{""n4sch__name"":SweetPepperTopping,""skos__prefLabel"":Sweet Pepper,""rdfs__label"":SweetPepperTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#SweetPepperTopping,""n4sch__label"":SweetPepperTopping}"
"{""n4sch__name"":PepperTopping,""skos__prefLabel"":Pepper,""rdfs__label"":PepperTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PepperTopping,""n4sch__label"":PepperTopping}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""n4sch__name"":SweetPepperTopping,""skos__prefLabel"":Sweet Pepper,""rdfs__label"":SweetPepperTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#SweetPepperTopping,""n4sch__label"":SweetPepperTopping}"
"{""uri"":bnode://node1f07tfve2x1179}","[Resource,owl__Restriction]",{},owl__someValuesFrom,"{""n4sch__name"":SweetPepperTopping,""skos__prefLabel"":Sweet Pepper,""rdfs__label"":SweetPepperTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#SweetPepperTopping,""n4sch__label"":SweetPepperTopping}"
"{""n4sch__name"":PepperTopping,""skos__prefLabel"":Pepper,""rdfs__label"":PepperTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PepperTopping,""n4sch__label"":PepperTopping}","[Resource,owl__Class,n4sch__Class]",{},n4sch__SCO,"{""n4sch__name"":SweetPepperTopping,""skos__prefLabel"":Sweet Pepper,""rdfs__label"":SweetPepperTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#SweetPepperTopping,""n4sch__label"":SweetPepperTopping}"
"{""uri"":bnode://node1f07tfve2x1301}","[Resource,owl__Restriction]",{},owl__someValuesFrom,"{""n4sch__name"":FishTopping,""skos__prefLabel"":Seafood,""rdfs__label"":SeafoodTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#FishTopping,""n4sch__label"":SeafoodTopping}"
"{""n4sch__name"":PizzaTopping,""skos__prefLabel"":Pizza Topping,""rdfs__label"":PizzaTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PizzaTopping,""n4sch__label"":PizzaTopping}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""n4sch__name"":FishTopping,""skos__prefLabel"":Seafood,""rdfs__label"":SeafoodTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#FishTopping,""n4sch__label"":SeafoodTopping}"
"{""uri"":bnode://node1f07tfve2x1047}","[Resource,owl__Restriction]",{},rdfs__subClassOf,"{""n4sch__name"":FishTopping,""skos__prefLabel"":Seafood,""rdfs__label"":SeafoodTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#FishTopping,""n4sch__label"":SeafoodTopping}"
"{""n4sch__name"":AnchoviesTopping,""skos__prefLabel"":Anchovies,""rdfs__label"":CoberturaDeAnchovies,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#AnchoviesTopping,""n4sch__label"":CoberturaDeAnchovies}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""n4sch__name"":FishTopping,""skos__prefLabel"":Seafood,""rdfs__label"":SeafoodTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#FishTopping,""n4sch__label"":SeafoodTopping}"
"{""n4sch__name"":MixedSeafoodTopping,""skos__prefLabel"":Mixed Seafood,""rdfs__label"":MixedSeafoodTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#MixedSeafoodTopping,""n4sch__label"":MixedSeafoodTopping}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""n4sch__name"":FishTopping,""skos__prefLabel"":Seafood,""rdfs__label"":SeafoodTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#FishTopping,""n4sch__label"":SeafoodTopping}"
"{""n4sch__name"":PrawnsTopping,""skos__prefLabel"":Prawns,""rdfs__label"":PrawnsTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PrawnsTopping,""n4sch__label"":PrawnsTopping}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""n4sch__name"":FishTopping,""skos__prefLabel"":Seafood,""rdfs__label"":SeafoodTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#FishTopping,""n4sch__label"":SeafoodTopping}"
